"ResponseId","UserLanguage","Cry_last","qual_Q","Trigger_cause","Trigger_cause_3_TEXT","Trigger_type","Trigger_type_4_TEXT","Context","context2","context3","intense_tear","intense_time","Zintense_tear","Zintense_time","mood_1","Freq","BACS_1","BACS_2","BACS_3","BACS_4","BACS_5","BACS_6","BACS_7","BACS_8","BACS_9","BACS_10","BACS_11","BACS_12","BACS_13","BACS_14","GES_1","GES_2","GES_3","GES_4","GES_5","TMF_1","TMF_2","TMF_3","TMF_4","TMF_5","TMF_6","ZGES_1","ZGES_2","ZGES_3","ZGES_4","ZGES_5","ZTMF_1","ZTMF_2","ZTMF_3","ZTMF_4","ZTMF_5","ZTMF_6","age","gender","gender_4_TEXT","live","live_6_TEXT","live_time","birth_other","BACS_Help","BACS_social","BACS_Ind","GRE","Cry_intensity","GRE2","TMF","GES"
"R_1JR9m44BwhozRpG","EN-GB",6,"The last time that I cried was about something hurtful my father said to me when we were at home. Just before I came to Australia Brisbane. Before the event I was happy and after I was distraught. No one comforted me.",1,,1,,1,,4,3,2,0.332559879,-0.02089899,4,,3,2,2,1,4,4,1,3,4,1,1,1,1,1,4,4,4,3,3,3,1,4,4,3,2,1.14149975,0.980019119,0.55861097,-0.394937304,0.3870703,-0.739507144,-1.793263093,-0.005727582,-0.069243416,-0.723336485,-1.139093767,21,1,,1,,8,"Botswana",1.857142857,3.0,1.333333333,-0.163446241,0.155830444,-0.2184978952,-0.7450285811666667,0.57129813375
"R_1DYBSsujjgGuWLd","EN-GB",4,"I miss my family as Iâ€™m an international student here in Australia and Iâ€™m originally from Malaysia.",3,"Itâ€™s because of my family went for a vacation and reminds me of our family trip few years ago",1,,1,,4,3,1,0.332559879,-0.73869892,2,1.0,4,2,1,1,2,4,2,5,5,5,4,4,2,4,3,3,4,3,2,3,3,2,2,2,2,-0.251067568,-0.347461324,0.55861097,-0.394937304,-0.617737195,-0.739507144,-0.641101309,-1.272955121,-1.401426518,-1.393064526,-1.139093767,21,1,,1,,8,"Malaysia",3.714285714,3.75,1.333333333,-0.694521891,-0.203069521,-0.7022003611000001,-1.0978580641666666,-0.1087138065
"R_1DoQ5FEg0DzktHV","EN-GB",4,"Not getting a job after countless unsuccessful applications",1,,2,,1,,,3,2,0.332559879,-0.02089899,4,2.0,3,4,2,2,5,5,3,5,3,2,2,5,5,2,3,4,4,4,3,3,2,2,4,3,2,-0.251067568,0.980019119,0.55861097,0.932408372,0.3870703,-0.739507144,-1.217182201,-1.272955121,-0.069243416,-0.723336485,-1.139093767,21,1,,1,,1,,2.714285714,5.0,3.0,-0.232206995,0.155830444,-0.29413472409999997,-0.860219689,0.55499272325
"R_3MckaZh0ZsKMDTF","TH",4,"à¸£à¹‰à¸­à¸‡à¹„à¸«à¹€à¸žà¸£à¸²à¸°à¸œà¸´à¸”à¸«à¸§à¸±à¸‡à¹ƒà¸™à¸•à¸±à¸§à¹€à¸­à¸‡à¸—à¸µà¹ˆà¹„à¸¡à¹ˆà¸ªà¸²à¸¡à¸²à¸£à¸–à¸„à¸§à¸šà¸„à¸¸à¸¡à¸•à¸±à¸§à¹€à¸­à¸‡à¹ƒà¸«à¹‰à¸—à¸³à¸”à¸±à¹ˆà¸‡à¹ƒà¸ˆà¹„à¸”à¹‰ à¸„à¸§à¸²à¸¡à¸£à¸¹à¹‰à¸ªà¸¶à¸�à¸�à¹ˆà¸­à¸™à¸£à¹‰à¸­à¸‡à¸£à¸¹",1,,3,,1,,2,1,1,-1.41951075,-0.73869892,3,2.0,3,2,2,2,5,5,1,3,2,3,3,4,3,3,4,1,3,2,1,3,3,3,2,2,3,1.14149975,-3.002422211,-1.311794299,-1.722282979,-1.62254469,-0.739507144,-0.641101309,-0.639341352,-1.401426518,-1.393064526,-0.648381688,21,1,,1,,9,"à¹„à¸—à¸¢",2.428571429,4.25,2.333333333,-1.08912427,-1.079104835,-1.0357822276,-0.9104704228333332,-1.22374993475
"R_10BH1c9042ehMK5","EN-GB",5,"I was going through a rough situation. I was in my housemate's room. I felt anxiety before, and after, I was still anxious but I guess the crying helped release some of stress a little. My housemate was offering comfort.",3,"Pressure and people conflict",2,,2,1,4,2,2,-0.543475436,-0.02089899,3,0.0,3,3,1,1,1,2,3,1,2,3,3,2,1,3,3,2,4,2,3,3,3,3,4,3,2,-0.251067568,-1.674941768,0.55861097,-1.722282979,0.3870703,-0.739507144,-0.641101309,-0.639341352,-0.069243416,-0.723336485,-1.139093767,22,1,,1,,8,"Malaysia",2.857142857,1.5,1.0,-0.604930411,-0.282187213,-0.7041304818,-0.6586039121666666,-0.7724203362500001
"R_3itbCjuqgfpkoUX","EN-GB",2,,1,,1,,5,1,4,4,1,1.208595193,-0.73869892,5,1.0,3,4,4,3,4,4,3,4,2,2,3,2,3,3,4,4,4,4,2,4,4,5,6,5,5,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,-0.121858522,-0.065020417,0.627886187,1.262939687,0.616119595,0.333042471,22,1,,1,,1,,2.857142857,3.5,3.333333333,0.513446365,0.234948136,0.6265647212000001,0.44218483350000004,0.9031345527500001
"R_3Dj26BMgVHrOIBG","EN-GB",3,"Our family dog had to be put down. I was at the vet with my two sisters. We weren't expecting it before deciding to take her to the vet. She'd just been out of character and appeared weak and quiet. The more she was examined, the more the worst dawned on me. I felt nervous. Millie was brought back into the room. My other sister and her boyfriend arrived by then, and Millie looked briefly cheerful. But very quickly she rested on the table and her eyes slowly drooped again. I rested my hand on her head and cried. She was put to sleep shortly after and drifted off quickly. At this point, I didn't feel nervous, but just very close to her.",1,,1,,4,1,4,3,1,0.332559879,-0.73869892,2,4.0,4,4,2,1,1,2,4,1,4,5,3,1,1,3,2,3,4,4,4,5,5,4,4,4,4,-1.643634886,-0.347461324,0.55861097,0.932408372,1.391877796,0.4957901,0.511060475,-0.005727582,-0.069243416,-0.053608445,-0.157669608,22,1,,1,,4,"New Zealand",3.857142857,1.25,1.333333333,0.146582041,-0.203069521,0.02205246559999999,0.12010025400000003,-0.12501921700000002
"R_sSEUamZq7VRxbCp","EN-GB",3,"Was during a fight with my partner. I felt better after because I had cried and often struggle to cry even when I am upset and this makes others think Iâ€™m not sad when I am",1,,1,,2,1,4,1,1,-1.41951075,-0.73869892,3,1.0,3,2,2,4,4,3,1,2,4,2,2,1,1,2,4,4,4,4,2,3,3,3,4,3,1,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,-0.739507144,-0.641101309,-0.639341352,-0.069243416,-0.723336485,-1.629805847,22,1,,1,,1,,2.285714286,2.5,2.333333333,-0.131594049,-1.079104835,-0.08297973419999995,-0.7403892588333333,0.9031345527500001
"R_bPY8MNxgFtdJq3T","EN-GB",2,"On last Saturday, I had a unhappiness chat with my girlfriend. We are lovers in different countries. Therefore it is a lot of inconvenience for communication between us. We feel dissatisfactory for this in our relationship.",1,,4,"unhappiness and dissatisfactory",1,,,3,2,0.332559879,-0.02089899,2,5.0,4,4,1,1,2,2,4,4,4,4,4,3,1,4,3,3,3,3,3,2,2,2,3,3,3,-0.251067568,-0.347461324,-1.311794299,-0.394937304,0.3870703,-1.357155765,-1.217182201,-1.272955121,-0.735334967,-0.723336485,-0.648381688,22,1,,1,,6,"China",4.0,2.75,1.0,-0.715685129,0.155830444,-0.8259606722000001,-0.9923910378333333,-0.57631512375
"R_3oQKez4lMcXjHfn","EN-GB",3,,1,,1,,2,1,4,2,1,-0.543475436,-0.73869892,3,2.0,2,2,2,4,2,4,2,2,4,2,3,2,2,3,3,3,3,3,2,4,4,5,5,4,3,-0.251067568,-0.347461324,-1.311794299,-0.394937304,-0.617737195,-0.121858522,-0.065020417,0.627886187,0.596848136,-0.053608445,-0.648381688,22,1,,1,,1,,2.571428571,2.5,2.666666667,-0.235193858,-0.641087178,-0.1969395244,0.055977541833333345,-0.57631512375
"R_1I4d70xEcxwijL3","EN-GB",6,"Thinking about the potential end of a relationship while with a partner. Resolving the situation and moving forward with the relationship ended the sadness. Partner helped in the resolution but not through direct comfort or support.",1,,1,,2,2,4,1,1,-1.41951075,-0.73869892,4,0.0,4,1,2,2,1,4,1,1,1,1,2,1,1,2,3,3,3,3,1,2,2,2,2,2,1,-0.251067568,-0.347461324,-1.311794299,-0.394937304,-1.62254469,-1.357155765,-1.217182201,-1.272955121,-1.401426518,-1.393064526,-1.629805847,22,1,,1,,1,,1.714285714,1.75,1.666666667,-1.109035924,-1.079104835,-1.0576850473000001,-1.3785983296666666,-0.57631512375
"R_2V9eH1L5sN4di1C","TH",6,"à¸ªà¸²à¹€à¸«à¸•à¸¸à¸—à¸µà¹ˆà¸£à¹‰à¸­à¸‡à¹„à¸«à¹‰à¹€à¸žà¸£à¸²à¸°à¸§à¹ˆà¸² à¹„à¸¡à¹ˆà¸ªà¸²à¸¡à¸²à¸£à¸–à¹�à¸�à¹‰à¸›à¸±à¸�à¸«à¸²à¹ƒà¸™à¸�à¸²à¸£à¸—à¸³à¸‡à¸²à¸™à¹„à¸”à¹‰ (à¹„à¸”à¹‰à¸„à¸°à¹�à¸™à¸™à¸‡à¸²à¸™ 0 à¸„à¸°à¹�à¸™à¸™) à¸„à¸§à¸²à¸¡à¸£à¸¹à¹‰à¸ªà¸¶à¸�à¸�à¹ˆ",1,,4,"à¸„à¸§à¸²à¸¡à¸£à¸¹à¹‰à¸ªà¸¶à¸�à¸ªà¸´à¹‰à¸™à¸«à¸§à¸±à¸‡",2,1,2,2,2,-0.543475436,-0.02089899,4,0.0,5,4,3,5,3,3,5,3,5,4,5,3,2,5,3,3,4,3,2,2,4,1,1,2,1,-0.251067568,-0.347461324,0.55861097,-0.394937304,-0.617737195,-1.357155765,-0.065020417,-1.906568891,-2.06751807,-1.393064526,-1.629805847,22,1,,1,,9,"à¹„à¸—à¸¢",4.714285714,3.0,3.333333333,-0.861065994,-0.282187213,-0.8853988742000001,-1.4031889193333333,-0.1087138065
"R_2TMIzhpSH3RK4N0","TH",4,"à¸”à¸¹à¸§à¸´à¸”à¸´à¹‚à¸­à¹€à¸�à¸µà¹ˆà¸¢à¸§à¸�à¸±à¸šà¹�à¸¡à¹ˆ à¹€à¸¥à¸¢à¸—à¸³à¹ƒà¸«à¹‰à¸„à¸´à¸”à¸–à¸¶à¸‡à¹�à¸¡à¹ˆà¸‚à¸¶à¹‰à¸™à¸¡à¸²",3,"à¸­à¸¢à¸¹à¹ˆà¸•à¹ˆà¸²à¸‡à¸›à¸£à¸°à¹€à¸—à¸¨ à¹„à¸¡à¹ˆà¹„à¸”à¹‰à¸­à¸¢à¸¹à¹ˆà¸�à¸±à¸šà¸žà¹ˆà¸­à¹�à¸¡à¹ˆ",1,,1,,4,2,1,-0.543475436,-0.73869892,3,0.0,3,3,1,2,2,2,1,1,3,4,4,1,1,4,3,3,3,1,2,1,2,2,2,2,2,-0.251067568,-0.347461324,-1.311794299,-3.049628655,-0.617737195,-1.974804387,-1.217182201,-1.272955121,-1.401426518,-1.393064526,-1.139093767,22,1,,1,,10,"à¹„à¸—à¸¢",3.142857143,1.5,1.333333333,-1.270565051,-0.641087178,-1.3358478366000002,-1.3997544199999998,-1.2399879615
"R_2QXKNkOlLV1SG3r","TH",2,"Me and my girlfriend had to seperare from each other due to my education.",1,,1,,2,1,4,2,1,-0.543475436,-0.73869892,2,3.0,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,1,2,3,-0.251067568,-0.347461324,0.55861097,-0.394937304,0.3870703,-0.739507144,-1.217182201,-0.639341352,-2.06751807,-1.393064526,-0.648381688,22,1,,1,,9,"Thailand",3.0,3.0,3.0,-0.613889082,-0.641087178,-0.7139850206999999,-1.1174991635,-0.1087138065
"R_26njmN1q62Zhtjg","EN-GB",4,"Got glandular fever, which made me hate my life. Completely powerless to change my circumstance of being deathly ill
",1,,2,,1,,,3,1,0.332559879,-0.73869892,3,1.0,2,1,1,1,2,2,1,2,2,2,2,2,1,2,3,2,4,2,1,2,2,1,3,3,4,-0.251067568,-1.674941768,0.55861097,-1.722282979,-1.62254469,-1.357155765,-1.217182201,-1.906568891,-0.735334967,-0.723336485,-0.157669608,23,1,,1,,1,,1.714285714,2.0,1.0,-0.98267945,-0.203069521,-0.9186929262000001,-1.0162079861666666,-0.7724203362500001
"R_AnUgHg6oISjx1Jf","EN-GB",6,"Cause: unfair practices leading to sale of longstanding family business, and family home. 
Where: in car, alone. 
Feeling before: sad, frustrated, and tense. 
Feeling after: sad and frustrated, but also embarrassed. 
Helped: no.",2,,1,,1,,,3,1,0.332559879,-0.73869892,4,0.0,2,1,3,2,4,5,1,5,2,1,1,5,3,2,3,3,3,2,3,3,2,3,2,2,3,-0.251067568,-0.347461324,-1.311794299,-1.722282979,0.3870703,-0.739507144,-1.217182201,-0.639341352,-1.401426518,-1.393064526,-0.648381688,23,1,,1,,1,"Not Applicable",1.428571429,4.75,2.666666667,-0.844039936,-0.203069521,-0.9671509599,-1.0064839048333332,-0.9081515425
"R_udAKzudrofhhuEh","EN-GB",6,"When i was 7 years old, I fell off of my bike and injured myself badly. I instinctively started crying because of the pain. I was a few streets away from my house so i had to walk home. Once i got home, my older sister helped me to bandage my wounds.",1,,4,"Pain",1,1,4,1,1,-1.41951075,-0.73869892,4,,1,1,1,1,1,5,1,1,1,1,1,1,1,1,4,4,4,4,1,3,2,4,5,2,2,1.14149975,0.980019119,0.55861097,0.932408372,-1.62254469,-0.739507144,-1.217182201,-0.005727582,0.596848136,-1.393064526,-1.139093767,23,1,,1,,1,,1.0,2.0,1.0,-0.173430324,-1.079104835,-0.028518887300000007,-0.6496211806666667,0.9031345527500001
"R_28Og5GxFvZoUKp4","EN-GB",1,"I was feeling very hopeless. My girlfriend was having trouble with her mental illness and was very angry and inconsolable. I left to the bathroom and just sat and thought about it all and just how difficult it was to be in love with someone who has such a problem.
Afterwards i still didn't feel great but I had to get ready for work so I had to get on with the day.",1,,2,,1,,,1,2,-1.41951075,-0.02089899,4,3.0,4,4,2,2,5,5,4,4,5,4,4,5,2,4,2,3,4,3,2,3,4,3,3,3,2,-1.643634886,-0.347461324,0.55861097,-0.394937304,-0.617737195,-0.739507144,-0.065020417,-0.639341352,-0.735334967,-0.723336485,-1.139093767,23,1,,1,,1,,4.142857143,4.75,2.0,-0.589708534,-0.72020487,-0.5869056676000001,-0.6736056886666667,-0.456855636
"R_3XmxEvnv22XbtQZ","EN-GB",4,"Struggling with university motivation and realising U didn't know what I wanted out of life. Was in my bedroom with my girlfriend and we'd had an argument about my lack of motivation to do an assignment. We were lying together after making up and I started crying when I realised I had no clue what I wanted out of life. I was annoyed before that she was getting angry over my lack of motivation, then I was sort of relieved afterwards. Comforted by my girlfriend",1,,2,,2,1,4,2,1,-0.543475436,-0.73869892,2,1.0,4,2,2,4,4,4,3,3,3,2,4,2,2,4,4,4,4,4,2,3,3,4,5,3,2,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,-0.739507144,-0.641101309,-0.005727582,0.596848136,-0.723336485,-1.139093767,24,1,,1,,1,,3.142857143,3.25,2.666666667,0.03117117,-0.641087178,0.09606200600000003,-0.44198635850000006,0.9031345527500001
"R_2ygbd6XyT9iEbNJ","EN-GB",2,"I was pretty tired and had a big day of uni and work. I'd also had a planned date that morning that I was really excited for but the person had to do a rain check so I was pretty bummed about that. I think I might have been a little bit high and getting ready for bed, and something reminded me of my exgirlfriend who I had a bad breakup with a few months ago. I had a little bit of trouble getting to sleep.",3,"reminded of a bad breakup",1,,1,,,2,2,-0.543475436,-0.02089899,4,10.0,3,2,2,1,4,4,2,1,4,4,4,1,1,3,3,3,3,3,2,3,3,3,3,3,3,-0.251067568,-0.347461324,-1.311794299,-0.394937304,-0.617737195,-0.739507144,-0.641101309,-0.639341352,-0.735334967,-0.723336485,-0.648381688,24,1,,1,,1,,3.142857143,2.5,1.333333333,-0.640909149,-0.282187213,-0.643226344,-0.6878338241666665,-0.57631512375
"R_1Q0iaAAVZfJrQdH","EN-GB",3,"I was on the phone to my partner and I was feeling a bit upset because I was missing him and it had been quite a long time since we had seen each other (4 weeks). I was preparing to move and university pressure was building at the time. When I told him, he was a bit confused and was providing solutions, which made me feel misunderstood and poorly cared for. Beforehand, I was feeling a bit uneasy and uncomfortable as I am not used to the emotion of missing. After crying, he was my support and comfort as he began listening properly and engaged in the conversation. Afterwards, I felt significantly better - i felt elated.",1,,4,"Discomfort",2,1,4,2,1,-0.543475436,-0.73869892,1,2.0,5,2,1,1,1,5,3,1,3,1,3,1,1,4,4,4,4,4,1,3,4,4,6,3,2,1.14149975,0.980019119,0.55861097,0.932408372,-1.62254469,-0.739507144,-0.065020417,-0.005727582,1.262939687,-0.723336485,-1.139093767,24,1,,1,,1,,3.0,2.0,1.0,0.052749801,-0.641087178,0.22027925030000003,-0.234957618,0.9031345527500001
"R_1hWo1GSMAhIolr5","EN-GB",2,"I started thinking about how my friend was sexually assaulted in the valley, and in recounting in to my lover what had happened, I became very emotional. My friend responded that she was proud of me in defending my friend (I pushed the guy off her), and her expressing that pride of me made me feel emotional because my lover's high esteem of me means so much.",2,,1,,1,,,4,1,1.208595193,-0.73869892,3,8.0,5,2,1,1,1,4,2,1,5,5,3,1,1,5,4,4,4,4,4,4,4,5,5,5,3,1.14149975,0.980019119,0.55861097,0.932408372,1.391877796,-0.121858522,-0.065020417,0.627886187,0.596848136,0.616119595,-0.648381688,24,1,,1,,1,,3.857142857,1.75,1.0,0.546364482,0.234948136,0.4618131502000001,0.16759888183333335,0.9031345527500001
"R_2zl5kyEuDoRApd7","EN-GB",3,"I remember being quite distressed regarding some upcoming deadlines for my research. I was laying in bed wondering how I would actually overcome a few of the obstacles, and whether it was even worth continuing with my research. Before the experience I was stressed, but I wasn't necessarily fixated on the issue. I was thinking about other tasks that I could complete, or other things that I needed to get done in an urgent fashion. As soon as reality set it I became quite distraught and retreated to my room where I began to cry. Afterwards I felt good, as I felt I had reasoned my way through my problems and no longer had to deal with the associated emotional drama. Sorry if this is too real :(",1,,2,,1,,,3,5,0.332559879,2.132500801,3,2.0,4,3,1,4,5,5,3,5,2,4,4,5,1,3,4,4,4,4,2,3,3,,4,4,,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,-0.739507144,-0.641101309,,-0.069243416,-0.053608445,,24,1,,1,,1,,3.285714286,5.0,2.0,0.165704523,1.23253034,,,0.9031345527500001
"R_UKFWxxU6G9nsLjr","EN-GB",6,,1,,2,,1,3,4,2,2,-0.543475436,-0.02089899,4,1.0,4,4,1,1,2,2,4,2,4,4,4,3,1,4,3,3,4,4,4,3,1,3,3,2,2,-0.251067568,-0.347461324,0.55861097,0.932408372,1.391877796,-0.739507144,-1.793263093,-0.639341352,-0.735334967,-1.393064526,-1.139093767,24,1,,1,,10,"Singapore",4.0,2.25,1.0,-0.377748782,-0.282187213,-0.5547114398999999,-1.0732674748333333,0.2231226125
"R_3LjVEI2JNnqQuDu","EN-GB",4,"I was thinking about where my life is going and that I didn't like it very much, I was in my room lying on my bed. I felt anxious before and after but slightly better after, no-one else was around",3,"anxiety",1,,1,,,2,2,-0.543475436,-0.02089899,3,0.0,2,2,2,2,5,5,2,5,2,2,3,5,2,2,4,3,3,3,2,3,4,3,3,3,2,1.14149975,-0.347461324,-1.311794299,-0.394937304,-0.617737195,-0.739507144,-0.065020417,-0.639341352,-0.735334967,-0.723336485,-1.139093767,24,1,,1,,1,,2.142857143,5.0,2.0,-0.506551319,-0.282187213,-0.4954327309,-0.6736056886666667,-0.22817329425
"R_0pprfyrRKrVaYmZ","EN-GB",2,"My close friend and house mate recently took his own life. I was walking home after going to the pub after work. I sat and cried on the nature strip for about 20 minutes whilst walking from the train station to my house. I felt overwhelming sadness before and afterwards some measure of acceptance.",3,"Both of the above. Personal loss of a friend as well as being the one to find his hanging body.",4,"Powerlessness and sadness",1,,,3,2,0.332559879,-0.02089899,3,5.0,2,2,1,3,4,3,2,4,4,4,4,2,1,4,3,3,3,3,2,2,2,4,4,4,3,-0.251067568,-0.347461324,-1.311794299,-0.394937304,-0.617737195,-1.357155765,-1.217182201,-0.005727582,-0.069243416,-0.053608445,-0.648381688,24,1,,1,,1,,3.142857143,3.25,1.666666667,-0.570390617,0.155830444,-0.5656559592,-0.5585498495,-0.57631512375
"R_3PX2dT4nGsv3B7O","EN-GB",6,,1,,2,,2,1,4,5,1,2.084630508,-0.73869892,5,0.0,2,2,2,2,2,3,1,1,2,2,2,2,2,2,3,4,4,4,3,4,4,3,5,3,1,-0.251067568,0.980019119,0.55861097,0.932408372,0.3870703,-0.121858522,-0.065020417,-0.639341352,0.596848136,-0.723336485,-1.629805847,25,1,,1,,1,,1.857142857,2.0,2.0,0.002229701,0.672965794,-0.03625435939999999,-0.43041908116666666,0.55499272325
"R_x00gd9U2WzTnJjX","TH",4,,2,,1,,1,3,2,2,2,-0.543475436,-0.02089899,3,1.0,2,2,2,3,5,4,3,5,1,1,2,3,2,3,2,3,3,3,2,1,2,2,2,2,2,-1.643634886,-0.347461324,-1.311794299,-0.394937304,-0.617737195,-1.974804387,-1.217182201,-1.272955121,-1.401426518,-1.393064526,-1.139093767,25,1,,1,,5,"à¸­à¸­à¸ªà¹€à¸•à¸£à¹€à¸¥à¸µà¸¢",2.0,4.25,2.333333333,-1.155826503,-0.282187213,-1.2096354333,-1.3997544199999998,-0.92445695325
"R_2w0iWjgQS2TEpHG","EN-GB",5,"I found an old photo album with a heap of photos of me and my grandpa who passed away a year ago",2,,1,,1,,,3,2,0.332559879,-0.02089899,3,3.0,3,2,1,1,2,2,3,1,2,3,3,1,1,3,4,4,4,4,1,3,3,5,5,5,2,1.14149975,0.980019119,0.55861097,0.932408372,-1.62254469,-0.739507144,-0.641101309,0.627886187,0.596848136,0.616119595,-1.139093767,26,1,,1,,1,,2.714285714,1.5,1.0,0.11919502,0.155830444,0.2933689909,-0.11314138366666665,0.9031345527500001
"R_2xVs5ese4C2r7K8","EN-GB",6,"I was at home by myself. My long-term relationship had just ended.",1,,1,,1,,,3,2,0.332559879,-0.02089899,5,0.0,1,1,4,4,5,5,1,5,1,1,1,5,5,1,4,4,4,4,3,2,1,3,3,3,2,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,-1.357155765,-1.793263093,-0.639341352,-0.735334967,-0.723336485,-1.139093767,27,1,,1,,1,,1.0,5.0,4.333333333,-0.217083356,0.155830444,-0.27749872179999996,-1.0645875715,0.9031345527500001
"R_1mdZvs5duOrL3wc","EN-GB",2,"generally feeling alone, frustrated and no one to talk to",1,,2,,1,,,3,1,0.332559879,-0.73869892,3,5.0,3,1,2,2,4,4,2,4,2,3,2,2,2,2,3,3,3,3,3,2,4,4,3,3,1,-0.251067568,-0.347461324,-1.311794299,-0.394937304,0.3870703,-1.357155765,-0.065020417,-0.005727582,-0.735334967,-0.723336485,-1.629805847,27,1,,1,,9,"United Kingdom",2.142857143,3.5,2.0,-0.584961023,-0.203069521,-0.6821641558,-0.7527301771666667,-0.57631512375
"R_DLWn05C0fOAGYJr","EN-GB",6,"It was when my grandmother died. I din't cry much because she was very old, but I cried thinking of the memories.",1,,1,,5,1,4,1,1,-1.41951075,-0.73869892,5,0.0,3,3,3,3,4,3,3,3,3,3,3,2,4,4,4,4,4,4,4,3,3,3,3,3,3,1.14149975,0.980019119,0.55861097,0.932408372,1.391877796,-0.739507144,-0.641101309,-0.639341352,-0.735334967,-0.723336485,-0.648381688,28,1,,1,,9,"ireland",3.142857143,3.0,3.333333333,0.079764824,-1.079104835,-0.051446473399999935,-0.6878338241666665,0.9031345527500001
"R_2akvkj3RjhSov8I","EN-GB",6,"I was feeling extremely frustrated and hurt by unfair criticism, toxic rumours, and false accusations made against me by friends and colleagues. That these rumours and accusations could destroy my social and professional reputation. I was also devasted to find out that the individual who was fueling this misinformation was within my close circle of friends.",1,,2,,1,,4,2,2,-0.543475436,-0.02089899,5,0.0,3,2,3,2,5,5,2,5,2,2,1,5,2,2,4,3,4,3,3,2,2,2,2,2,3,1.14149975,-0.347461324,0.55861097,-0.394937304,0.3870703,-1.357155765,-1.217182201,-1.272955121,-1.401426518,-1.393064526,-0.648381688,29,1,,1,,6,"Singapore",2.0,5.0,2.333333333,-0.540489402,-0.282187213,-0.6332453727,-1.2150276365,0.239428023
"R_3nSrxpDZDIvl3BZ","EN-GB",4,"I was going through a difficult patch with my partner. It was really hard, because we also lived together, and the relationship status was up in the air at that point. I had the amazing support of my good friends and supervisor, which helped a lot",1,,1,,2,1,4,3,2,0.332559879,-0.02089899,3,2.0,4,2,1,2,4,4,3,2,4,3,3,2,1,3,4,4,4,4,2,4,3,5,5,4,3,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,-0.121858522,-0.641101309,0.627886187,0.596848136,-0.053608445,-0.648381688,29,1,,1,,1,,3.142857143,3.0,1.333333333,0.250416852,0.155830444,0.33723225700000004,-0.040035940166666666,0.9031345527500001
"R_3fDGyBgWUsSsrR1","EN-GB",3,"The crying was caused by negative emotions while reflecting on my life. I was not helped by anyone.",1,,2,,1,,,3,2,0.332559879,-0.02089899,4,1.0,3,3,3,3,5,5,3,5,3,3,3,5,3,3,3,3,2,2,3,2,2,1,3,2,1,-0.251067568,-0.347461324,-3.182199568,-1.722282979,0.3870703,-1.357155765,-1.217182201,-1.906568891,-0.735334967,-1.393064526,-1.629805847,29,1,,1,,1,,3.0,5.0,3.0,-1.214095758,0.155830444,-1.3742123635999999,-1.3731853661666669,-1.37575285975
"R_R35FNY7T3ilgn0R","EN-GB",5,"My wife is pregnant with our first child. Both of us were confirmed by doctor that we are thalassemia carrier. During the testing period, I was anxious and thinking a lot about our future as a family.  I felt relieved and calm after the testing results were out and counselled by genetic counsellor.",1,,1,,2,1,4,3,2,0.332559879,-0.02089899,3,9.0,4,3,3,4,4,4,3,5,4,4,4,5,3,4,3,3,3,3,2,2,2,2,2,2,1,-0.251067568,-0.347461324,-1.311794299,-0.394937304,-0.617737195,-1.357155765,-1.217182201,-1.272955121,-1.401426518,-1.393064526,-1.629805847,29,1,,1,,1,,3.714285714,4.5,3.333333333,-1.017689788,0.155830444,-1.0576850473000001,-1.3785983296666666,-0.57631512375
"R_1LtZo7Cy6Gq9NDi","EN-GB",6,"I was very drunk. It was one of the first times hanging out with a friend of mine after he'd got out of a mental health ward. He'd been kept there for a couple of weeks after his suicide attempt. I cried while telling him I was glad he was still alive, etc.",2,,4,"A mix of all of the above and happiness as well I guess",4,1,4,1,1,-1.41951075,-0.73869892,4,0.0,2,2,2,1,5,5,4,1,4,3,3,5,2,4,3,3,3,2,2,4,4,3,3,3,2,-0.251067568,-0.347461324,-1.311794299,-1.722282979,-0.617737195,-0.121858522,-0.065020417,-0.639341352,-0.735334967,-0.723336485,-1.139093767,30,1,,1,,1,,3.142857143,4.0,1.666666667,-0.697666261,-1.079104835,-0.7056591680000001,-0.5706642516666666,-0.9081515425
"R_1qUqZg7NhKSod14","EN-GB",3,"I had heard from my father that my grandfather who lived in the UK had been given two weeks to live. I was upset as I could not afford to visit him and my younger sister was distraught so listening to her crying over the phone caused me to cry. It was actually speaking to her that triggered the tears and not the news which surprised me.",1,,1,,2,1,4,2,1,-0.543475436,-0.73869892,3,2.0,4,2,2,3,2,2,5,1,4,4,4,1,2,4,3,3,3,4,2,3,3,4,5,4,2,-0.251067568,-0.347461324,-1.311794299,0.932408372,-0.617737195,-0.739507144,-0.641101309,-0.005727582,0.596848136,-0.053608445,-1.139093767,30,1,,1,,3,"United Kingdom",3.857142857,1.5,2.333333333,-0.325258375,-0.641087178,-0.29601049300000004,-0.3303650185,-0.24447870475
